id,bin,containment_id,created_at,updated_at,deleted_at
6134,B010182,C007119,,,
6135,B010183,C009708,,,
6136,B010184,C011037,,,
6137,B010185,C010810,,,
6138,B010186,C007307,,,
6139,B010187,C009183,,,
6140,B010188,C007305,,,
6141,B010189,C007578,,,
6142,B010190,C009326,,,
6143,B010191,C009045,,,
6144,B010192,C000983,,,
6145,B010193,C009182,,,
6146,B010194,C009769,,,
6147,B010195,C011133,,,
6148,B010196,C009765,,,
6149,B010197,C007514,,,
6150,B010198,C006695,,,
6151,B010200,C011665,,,
6152,B010201,C009703,,,
6153,B010202,C010726,,,
6154,B010203,C009764,,,
6155,B010204,C007032,,,
6156,B010205,C007310,,,
6157,B010206,C006696,,,
6158,B010207,C007012,,,
6159,B010208,C000755,,,
6160,B010209,C009771,,,
6161,B010210,C007601,,,
6162,B010211,C009325,,,
6163,B010213,C001033,,,
6164,B010214,C006999,,,
6165,B010215,C007122,,,
6166,B010216,C009655,,,
6167,B010217,C009800,,,
6168,B010218,C009309,,,
6169,B010219,C011023,,,
6170,B010220,C009664,,,
6171,B010221,C000990,,,
6172,B010223,C011706,,,
6173,B010224,C007590,,,
6174,B010225,C009152,,,
6175,B010226,C000763,,,
6176,B010227,C006682,,,
6177,B010228,C000988,,,
6178,B010229,C009717,,,
6179,B010230,C009710,,,
6180,B010231,C000981,,,
6181,B010232,C007515,,,
6182,B010233,C011471,,,
6183,B010234,C009658,,,
6184,B010235,C009709,,,
6185,B010236,C009213,,,
6186,B010237,C000756,,,
6187,B010238,C007013,,,
6188,B010239,C000987,,,
6189,B010240,C009849,,,
6190,B010241,C009329,,,
6191,B010242,C009847,,,
6192,B010243,C001032,,,
6193,B010244,C007304,,,
6194,B010245,C009215,,,
6195,B010246,C009154,,,
6196,B010247,C007308,,,
6197,B010248,C009704,,,
6198,B010249,C011550,,,
6199,B010250,C009654,,,
6200,B010251,C007124,,,
6201,B010252,C009216,,,
6202,B010253,C006684,,,
6203,B010254,C006783,,,
6204,B010255,C011701,,,
6205,B010256,C001875,,,
6206,B010257,C006698,,,
6207,B010258,C007597,,,
6208,B010259,C006782,,,
6209,B010260,C009063,,,
6210,B010261,C009098,,,
6211,B010262,C010727,,,
6212,B010263,C009221,,,
6213,B010264,C007516,,,
6214,B010265,C009656,,,
6215,B010267,C007026,,,
6216,B010268,C007309,,,
6217,B010269,C009218,,,
6218,B010270,C010260,,,
6219,B010271,C006701,,,
6220,B010272,C007524,,,
6221,B010273,C009850,,,
6222,B010274,C011663,,,
6223,B010275,C009808,,,
6224,B010276,C009201,,,
6225,B010277,C009801,,,
6226,B010278,C009805,,,
6227,B010279,C000991,,,
6228,B010280,C009766,,,
6229,B010281,C000978,,,
6230,B010282,C010241,,,
6231,B010283,C007000,,,
6232,B010284,C011738,,,
6233,B010285,C007004,,,
6234,B010286,C007123,,,
6235,B010287,C009199,,,
6236,B010288,C000989,,,
6237,B010289,C001458,,,
6238,B010290,C011022,,,
6239,B010291,C009095,,,
6240,B010292,C011678,,,
6241,B010293,C000764,,,
6242,B010294,C009743,,,
6243,B010295,C006685,,,
6244,B010296,C009737,,,
6245,B010297,C009099,,,
6246,B010298,C010723,,,
6247,B010299,C000758,,,
6248,B010300,C009738,,,
6249,B010301,C009806,,,
6250,B010302,C009716,,,
6251,B010303,C009742,,,
6252,B010304,C009214,,,
6253,B010305,C009047,,,
6254,B010307,C007022,,,
6255,B010308,C010259,,,
6256,B010310,C007592,,,
6257,B010311,C000980,,,
6258,B010312,C009665,,,
6259,B010313,C001591,,,
6260,B010314,C010243,,,
6261,B010315,C007571,,,
6262,B010316,C009848,,,
6263,B010317,C007599,,,
6264,B010318,C007311,,,
6265,B010320,C009180,,,
6266,B010321,C000765,,,
6267,B010322,C010258,,,
6268,B010323,C011141,,,
6269,B010324,C007517,,,
6270,B010326,C000976,,,
6271,B010327,C001457,,,
6272,B010328,C009429,,,
6273,B010329,C007525,,,
6274,B010331,C009721,,,
6275,B010332,C009657,,,
6276,B010333,C009070,,,
6277,B010334,C007320,,,
6278,B010335,C007017,,,
6279,B010336,C001874,,,
6280,B010337,C010830,,,
6281,B010338,C011134,,,
6282,B010339,C007038,,,
6283,B010340,C009767,,,
6284,B010341,C009659,,,
6285,B010342,C001876,,,
6286,B010343,C009660,,,
6287,B010344,C000992,,,
6288,B010345,C000759,,,
6289,B010346,C001459,,,
6290,B010347,C010257,,,
6291,B010348,C006686,,,
6292,B010350,C007024,,,
6293,B010351,C001515,,,
6294,B010352,C009702,,,
6295,B010353,C009802,,,
6296,B010354,C009666,,,
6297,B010355,C007019,,,
6298,B010356,C007588,,,
6299,B010357,C006702,,,
6300,B010358,C006703,,,
6301,B010359,C007518,,,
6302,B010360,C009217,,,
6303,B010361,C001456,,,
6304,B010362,C009712,,,
6305,B010363,C001592,,,
6306,B010364,C011130,,,
6307,B010365,C009807,,,
6308,B010366,C011137,,,
6309,B010367,C010683,,,
6310,B010368,C007049,,,
6311,B010369,C011138,,,
6312,B010371,C006779,,,
6313,B010372,C009060,,,
6314,B010373,C009747,,,
6315,B010374,C009308,,,
6316,B010375,C000595,,,
6317,B010376,C009200,,,
6318,B010377,C000977,,,
6319,B010378,C009430,,,
6320,B010379,C009668,,,
6321,B010380,C007589,,,
6322,B010381,C010256,,,
6323,B010382,C006781,,,
6324,B010383,C010240,,,
6325,B010384,C006780,,,
6326,B010385,C009739,,,
6327,B010386,C000979,,,
6328,B010387,C009181,,,
6329,B010388,C009307,,,
6330,B010389,C009285,,,
6331,B010390,C001460,,,
6332,B010391,C007319,,,
6333,B010392,C009714,,,
6334,B010393,C000766,,,
6335,B010394,C007018,,,
6336,B010395,C007039,,,
6337,B010397,C000767,,,
6338,B010399,C011132,,,
6339,B010402,C001455,,,
6340,B010403,C007577,,,
6341,B010404,C010797,,,
6342,B010405,C007600,,,
6343,B010406,C006784,,,
6344,B010407,C000761,,,
6345,B010409,C007591,,,
6346,B010410,C009069,,,
6347,B010412,C001518,,,
6348,B010413,C007020,,,
6349,B010414,C007029,,,
6350,B010415,C009296,,,
6351,B010416,C010255,,,
6352,B010417,C007519,,,
6353,B010419,C007526,,,
6354,B010420,C006697,,,
6355,B010421,C009803,,,
6356,B010422,C009071,,,
6357,B010423,C007025,,,
6358,B010424,C009713,,,
6359,B010425,C001491,,,
6360,B010426,C001593,,,
6361,B010427,C000768,,,
6362,B010428,C007527,,,
6363,B010429,C007312,,,
6364,B010430,C001454,,,
6365,B010431,C006785,,,
6366,B010432,C007595,,,
6367,B010433,C009431,,,
6368,B010434,C009306,,,
6369,B010435,C010242,,,
6370,B010436,C007040,,,
6371,B010438,C011416,,,
6372,B010441,C007594,,,
6373,B010442,C009722,,,
6374,B010443,C009853,,,
6375,B010444,C007321,,,
6376,B010445,C009086,,,
6377,B010446,C000760,,,
6378,B010447,C009061,,,
6379,B010448,C006778,,,
6380,B010449,C006694,,,
6381,B010450,C001308,,,
6382,B010451,C009065,,,
6383,B010452,C010245,,,
6384,B010453,C007061,,,
6385,B010454,C006786,,,
6386,B010455,C011688,,,
6387,B010456,C001514,,,
6388,B010457,C009667,,,
6389,B010458,C006687,,,
6390,B010459,C007021,,,
6391,B010460,C009854,,,
6392,B010462,C009886,,,
6393,B010464,C009087,,,
6394,B010465,C009715,,,
6395,B010466,C009304,,,
6396,B010468,C000769,,,
6397,B010469,C001453,,,
6398,B010470,C000974,,,
6399,B010471,C007520,,,
6400,B010472,C007322,,,
6401,B010473,C009284,,,
6402,B010474,C001489,,,
6403,B010475,C009811,,,
6404,B010476,C007313,,,
6405,B010477,C007027,,,
6406,B010479,C007572,,,
6407,B010480,C001490,,,
6408,B010481,C001517,,,
6409,B010482,C011148,,,
6410,B010483,C009434,,,
6411,B010484,C009869,,,
6412,B010486,C009887,,,
6413,B010487,C010798,,,
6414,B010488,C011140,,,
6415,B010489,C009809,,,
6416,B010490,C009879,,,
6417,B010491,C009432,,,
6418,B010492,C009711,,,
6419,B010493,C009295,,,
6420,B010494,C007043,,,
6421,B010496,C001488,,,
6422,B010497,C009062,,,
6423,B010498,C001492,,,
6424,B010499,C009305,,,
6425,B010500,C009092,,,
6426,B010501,C007048,,,
6427,B010502,C010194,,,
6428,B010503,C007602,,,
6429,B010504,C009718,,,
6430,B010505,C007317,,,
6431,B010506,C001864,,,
6432,B010507,C007596,,,
6433,B010508,C007041,,,
6434,B010509,C007574,,,
6435,B010510,C001520,,,
6436,B010511,C009804,,,
6437,B010514,C000973,,,
6438,B010515,C001868,,,
6439,B010516,C010244,,,
6440,B010518,C006707,,,
6441,B010519,C009085,,,
6442,B010520,C000972,,,
6443,B010521,C011707,,,
6444,B010522,C007323,,,
6445,B010523,C007023,,,
6446,B010524,C009064,,,
6447,B010525,C007314,,,
6448,B010526,C009719,,,
6449,B010527,C007028,,,
6450,B010528,C000772,,,
6451,B010529,C007062,,,
6452,B010530,C007055,,,
6453,B010531,C001461,,,
6454,B010532,C001452,,,
6455,B010533,C001309,,,
6456,B010534,C011315,,,
6457,B010535,C009888,,,
6458,B010536,C011316,,,
6459,B010537,C007593,,,
6460,B010538,C007521,,,
6461,B010539,C009833,,,
6462,B010540,C001487,,,
6463,B010541,C009436,,,
6464,B010542,C010254,,,
6465,B010543,C009696,,,
6466,B010544,C006789,,,
6467,B010545,C001519,,,
6468,B010546,C010093,,,
6469,B010547,C007059,,,
6470,B010548,C009810,,,
6471,B010549,C007054,,,
6472,B010550,C009731,,,
6473,B010551,C009812,,,
6474,B010552,C011317,,,
6475,B010553,C007318,,,
6476,B010554,C009093,,,
6477,B010555,C007573,,,
6478,B010556,C006700,,,
6479,B010557,C000596,,,
6480,B010558,C007063,,,
6481,B010559,C007324,,,
6482,B010560,C009068,,,
6483,B010561,C009066,,,
6484,B010562,C001486,,,
6485,B010563,C001516,,,
6486,B010564,C001978,,,
6487,B010565,C009072,,,
6488,B010566,C009088,,,
6489,B010567,C009880,,,
6490,B010568,C007575,,,
6491,B010569,C009156,,,
6492,B010570,C011710,,,
6493,B010572,C011705,,,
6494,B010573,C007052,,,
6495,B010574,C009831,,,
6496,B010575,C006688,,,
6497,B010576,C007053,,,
6498,B010577,C010724,,,
6499,B010578,C001585,,,
6500,B010579,C006693,,,
6501,B010580,C007044,,,
6502,B010581,C006757,,,
6503,B010582,C006777,,,
6504,B010583,C009202,,,
6505,B010584,C006708,,,
6506,B010585,C001584,,,
6507,B010586,C010275,,,
6508,B010587,C009094,,,
6509,B010588,C009700,,,
6510,B010589,C010195,,,
6511,B010590,C001482,,,
6512,B010591,C001451,,,
6513,B010592,C009876,,,
6514,B010593,C007315,,,
6515,B010594,C001494,,,
6516,B010595,C009720,,,
6517,B010596,C009435,,,
6518,B010597,C009687,,,
6519,B010598,C011520,,,
6520,B010599,C009861,,,
6521,B010600,C009089,,,
6522,B010601,C001521,,,
6523,B010602,C007060,,,
6524,B010603,C006704,,,
6525,B010604,C009670,,,
6526,B010605,C006699,,,
6527,B010606,C009832,,,
6528,B010608,C009701,,,
6529,B010609,C009178,,,
6530,B010610,C010809,,,
6531,B010611,C007576,,,
6532,B010612,C001586,,,
6533,B010613,C009091,,,
6534,B010614,C007051,,,
6535,B010615,C007033,,,
6536,B010616,C001493,,,
6537,B010617,C009868,,,
6538,B010618,C009688,,,
6539,B010619,C000975,,,
6540,B010620,C007336,,,
6541,B010621,C011709,,,
6542,B010622,C001462,,,
6543,B010623,C009084,,,
6544,B010624,C009813,,,
6545,B010625,C009167,,,
6546,B010626,C007045,,,
6547,B010627,C007337,,,
6548,B010628,C009179,,,
6549,B010629,C006692,,,
6550,B010630,C010196,,,
6551,B010631,C010276,,,
6552,B010632,C009433,,,
6553,B010633,C000552,,,
6554,B010634,C006691,,,
6555,B010635,C010795,,,
6556,B010636,C006689,,,
6557,B010637,C010796,,,
6558,B010640,C010794,,,
6559,B010641,C001483,,,
6560,B010642,C009689,,,
6561,B010643,C001512,,,
6562,B010644,C007316,,,
6563,B010645,C009672,,,
6564,B010646,C009067,,,
6565,B010649,C009877,,,
6566,B010650,C009090,,,
6567,B010651,C009695,,,
6568,B010652,C001587,,,
6569,B010653,C006690,,,
6570,B010654,C006705,,,
6571,B010655,C001588,,,
6572,B010656,C010793,,,
6573,B010657,C007042,,,
6574,B010658,C009881,,,
6575,B010659,C001931,,,
6576,B010660,C010827,,,
6577,B010661,C009286,,,
6578,B010662,C001513,,,
6579,B010663,C010792,,,
6580,B010664,C007338,,,
6581,B010665,C011147,,,
6582,B010666,C009842,,,
6583,B010667,C009843,,,
6584,B010668,C010197,,,
6585,B010669,C009841,,,
6586,B010670,C009671,,,
6587,B010671,C007047,,,
6588,B010672,C009690,,,
6589,B010673,C001510,,,
6590,B010674,C006756,,,
6591,B010675,C009732,,,
6592,B010676,C009723,,,
6593,B010677,C009073,,,
6594,B010678,C006683,,,
6595,B010679,C009736,,,
6596,B010680,C010791,,,
6597,B010681,C009867,,,
6598,B010682,C009814,,,
6599,B010683,C009878,,,
6600,B010684,C007064,,,
6601,B010685,C011026,,,
6602,B010686,C009686,,,
6603,B010687,C007046,,,
6604,B010688,C001481,,,
6605,B010689,C009083,,,
6606,B010690,C001977,,,
6607,B010691,C007606,,,
6608,B010692,C007050,,,
6609,B010693,C009694,,,
6610,B010694,C011025,,,
6611,B010695,C006706,,,
6612,B010696,C007339,,,
6613,B010697,C007034,,,
6614,B010698,C001589,,,
6615,B010699,C001499,,,
6616,B010700,C001465,,,
6617,B010701,C007335,,,
6618,B010702,C006787,,,
6619,B010703,C011131,,,
6620,B010704,C001485,,,
6621,B010705,C009699,,,
6622,B010706,C011139,,,
6623,B010707,C010246,,,
6624,B010708,C001511,,,
6625,B010709,C001310,,,
6626,B010710,C009438,,,
6627,B010711,C009173,,,
6628,B010713,C009281,,,
6629,B010714,C009855,,,
6630,B010715,C009282,,,
6631,B010716,C009158,,,
6632,B010718,C009294,,,
6633,B010719,C011696,,,
6634,B010720,C007065,,,
6635,B010721,C010253,,,
6636,B010722,C009172,,,
6637,B010723,C009856,,,
6638,B010724,C001480,,,
6639,B010725,C001590,,,
6640,B010726,C007334,,,
6641,B010727,C009081,,,
6642,B010728,C009864,,,
6643,B010729,C009155,,,
6644,B010730,C011470,,,
6645,B010731,C007325,,,
6646,B010732,C009080,,,
6647,B010733,C009693,,,
6648,B010734,C007332,,,
6649,B010735,C007610,,,
6650,B010736,C011704,,,
6651,B010737,C001315,,,
6652,B010738,C001500,,,
6653,B010739,C009437,,,
6654,B010740,C009724,,,
6655,B010741,C001484,,,
6656,B010743,C001314,,,
6657,B010744,C010252,,,
6658,B010745,C006755,,,
6659,B010746,C009823,,,
6660,B010747,C001307,,,
6661,B010748,C001311,,,
6662,B010749,C006788,,,
6663,B010750,C007605,,,
6664,B010751,C009303,,,
6665,B010752,C009824,,,
6666,B010753,C009733,,,
6667,B010754,C009697,,,
6668,B010755,C001478,,,
6669,B010756,C001867,,,
6670,B010758,C006718,,,
6671,B010759,C007333,,,
6672,B010760,C009839,,,
6673,B010761,C006717,,,
6674,B010762,C007035,,,
6675,B010763,C009166,,,
6676,B010764,C010251,,,
6677,B010765,C009860,,,
6678,B010766,C009074,,,
6679,B010767,C011676,,,
6680,B010768,C006710,,,
6681,B010769,C001479,,,
6682,B010770,C010193,,,
6683,B010771,C009840,,,
6684,B010772,C006774,,,
6685,B010773,C009287,,,
6686,B010774,C007331,,,
6687,B010775,C009174,,,
6688,B010776,C006709,,,
6689,B010777,C001474,,,
6690,B010778,C009691,,,
6691,B010779,C009871,,,
6692,B010780,C009283,,,
6693,B010781,C009873,,,
6694,B010782,C007031,,,
6695,B010783,C007608,,,
6696,B010784,C009815,,,
6697,B010785,C010250,,,
6698,B010786,C001583,,,
6699,B010787,C007036,,,
6700,B010788,C009153,,,
6701,B010789,C006716,,,
6702,B010790,C009293,,,
6703,B010791,C010247,,,
6704,B010792,C009288,,,
6705,B010793,C006772,,,
6706,B010794,C009161,,,
6707,B010795,C007327,,,
6708,B010796,C001475,,,
6709,B010797,C009169,,,
6710,B010798,C009673,,,
6711,B010799,C009078,,,
6712,B010800,C001498,,,
6713,B010801,C006775,,,
6714,B010802,C001312,,,
6715,B010803,C007057,,,
6716,B010804,C010200,,,
6717,B010805,C009157,,,
6718,B010806,C009698,,,
6719,B010807,C011697,,,
6720,B010808,C006773,,,
6721,B010809,C009822,,,
6722,B010810,C001306,,,
6723,B010811,C009734,,,
6724,B010812,C009825,,,
6725,B010813,C009838,,,
6726,B010814,C007528,,,
6727,B010815,C001506,,,
6728,B010816,C007056,,,
6729,B010817,C011698,,,
6730,B010818,C006758,,,
6731,B010819,C009735,,,
6732,B010820,C006751,,,
6733,B010821,C009159,,,
6734,B010822,C011160,,,
6735,B010823,C011508,,,
6736,B010824,C009725,,,
6737,B010826,C011507,,,
6738,B010827,C006776,,,
6739,B010828,C009682,,,
6740,B010829,C006769,,,
6741,B010830,C007603,,,
6742,B010831,C010248,,,
6743,B010832,C007067,,,
6744,B010833,C009280,,,
6745,B010834,C007326,,,
6746,B010835,C009171,,,
6747,B010836,C007058,,,
6748,B010837,C009082,,,
6749,B010838,C006754,,,
6750,B010839,C009818,,,
6751,B010840,C001476,,,
6752,B010841,C009692,,,
6753,B010842,C006714,,,
6754,B010843,C009858,,,
6755,B010844,C010198,,,
6756,B010845,C009683,,,
6757,B010846,C006712,,,
6758,B010847,C007037,,,
6759,B010848,C009859,,,
6760,B010849,C001313,,,
6761,B010850,C009857,,,
6762,B010851,C009162,,,
6763,B010852,C009289,,,
6764,B010854,C001927,,,
6765,B010855,C001477,,,
6766,B010856,C009816,,,
6767,B010857,C006711,,,
6768,B010858,C011136,,,
6769,B010859,C006768,,,
6770,B010860,C006760,,,
6771,B010861,C010249,,,
6772,B010862,C009279,,,
6773,B010863,C006759,,,
6774,B010864,C009826,,,
6775,B010865,C001473,,,
6776,B010866,C007066,,,
6777,B010867,C007069,,,
6778,B010868,C011149,,,
6779,B010869,C009834,,,
6780,B010870,C001442,,,
6781,B010871,C009079,,,
6782,B010872,C009679,,,
6783,B010873,C001496,,,
6784,B010874,C009748,,,
6785,B010875,C009862,,,
6786,B010876,C001501,,,
6787,B010877,C009077,,,
6788,B010878,C009836,,,
6789,B010879,C001507,,,
6790,B010880,C011659,,,
6791,B010881,C009297,,,
6792,B010882,C009819,,,
6793,B010883,C007030,,,
6794,B010884,C009872,,,
6795,B010885,C009863,,,
6796,B010886,C009177,,,
6797,B010887,C009175,,,
6798,B010888,C010274,,,
6799,B010889,C001525,,,
6800,B010890,C009290,,,
6801,B010891,C007328,,,
6802,B010892,C010199,,,
6803,B010893,C009176,,,
6804,B010894,C007607,,,
6805,B010895,C006715,,,
6806,B010896,C006753,,,
6807,B010897,C009160,,,
6808,B010898,C009674,,,
6809,B010899,C006770,,,
6810,B010900,C001356,,,
6811,B010901,C006752,,,
6812,B010902,C009727,,,
6813,B010904,C009730,,,
6814,B010905,C007070,,,
6815,B010906,C009870,,,
6816,B010907,C011135,,,
6817,B010908,C009165,,,
6818,B010909,C009685,,,
6819,B010911,C009075,,,
6820,B010912,C009163,,,
6821,B010913,C009865,,,
6822,B010914,C009820,,,
6823,B010915,C006748,,,
6824,B010916,C009292,,,
6825,B010917,C009684,,,
6826,B010918,C009675,,,
6827,B010919,C009817,,,
6828,B010920,C001495,,,
6829,B010921,C006713,,,
6830,B010922,C006771,,,
6831,B010923,C009726,,,
6832,B010924,C001464,,,
6833,B010925,C009828,,,
6834,B010926,C009821,,,
6835,B010927,C009829,,,
6836,B010928,C009681,,,
6837,B010929,C001497,,,
6838,B010930,C007068,,,
6839,B010931,C006747,,,
6840,B010932,C009835,,,
6841,B010933,C007609,,,
6842,B010934,C006746,,,
6843,B010935,C001472,,,
6844,B010937,C001524,,,
6845,B010938,C001305,,,
6846,B010939,C009680,,,
6847,B010940,C001508,,,
6848,B010941,C001355,,,
6849,B010942,C001502,,,
6850,B010943,C010214,,,
6851,B010944,C006766,,,
6852,B010945,C001345,,,
6853,B010946,C006749,,,
6854,B010948,C009291,,,
6855,B010949,C001463,,,
6856,B010950,C009076,,,
6857,B010951,C009170,,,
6858,B010952,C009837,,,
6859,B010954,C010829,,,
6860,B010955,C010704,,,
6861,B010957,C007330,,,
6862,B010958,C007604,,,
6863,B010959,C009827,,,
6864,B010960,C009302,,,
6865,B010961,C009885,,,
6866,B010962,C009677,,,
6867,B010963,C010828,,,
6868,B010964,C009278,,,
6869,B010965,C009830,,,
6870,B010966,C009729,,,
6871,B010967,C006762,,,
6872,B010968,C006764,,,
6873,B010969,C006765,,,
6874,B010970,C006763,,,
6875,B010971,C011549,,,
6876,B010972,C006761,,,
6877,B010973,C009168,,,
6878,B010975,C009164,,,
6879,B010976,C011677,,,
6880,B010978,C010215,,,
6881,B010979,C001354,,,
6882,B010980,C009728,,,
6883,B010982,C010705,,,
6884,B010983,C006767,,,
6885,B010984,C006750,,,
6886,B010986,C009301,,,
6887,B010987,C009676,,,
6888,B010988,C000770,,,
6889,B010989,C001865,,,
6890,B010990,C009866,,,
6891,B010991,C001467,,,
6892,B010992,C011318,,,
6893,B010993,C010725,,,
6894,B010994,C000483,,,
6895,B010995,C000731,,,
6896,B010996,C000711,,,
6897,B010997,C001439,,,
6898,B010998,C001443,,,
6899,B010999,C000485,,,
6900,B011000,C000732,,,
6901,B011002,C000554,,,
6902,B011003,C001468,,,
6903,B011004,C010203,,,
6904,B011005,C007329,,,
6905,B011006,C000881,,,
6906,B011007,C001503,,,
6907,B011008,C000486,,,
6908,B011009,C001348,,,
6909,B011010,C000947,,,
6910,B011011,C000958,,,
6911,B011012,C001509,,,
6912,B011013,C000735,,,
6913,B011014,C009678,,,
6914,B011015,C001353,,,
6915,B011016,C001470,,,
6916,B011017,C000581,,,
6917,B011018,C001968,,,
6918,B011019,C011065,,,
6919,B011020,C001466,,,
6920,B011021,C001440,,,
6921,B011022,C000886,,,
6922,B011023,C000948,,,
6923,B011024,C000771,,,
6924,B011025,C001303,,,
6925,B011026,C001346,,,
6926,B011027,C000482,,,
6927,B011028,C000393,,,
6928,B011029,C000905,,,
6929,B011030,C001360,,,
6930,B011031,C000998,,,
6931,B011032,C000525,,,
6932,B011033,C000738,,,
6933,B011034,C000575,,,
6934,B011035,C001932,,,
6935,B011036,C001798,,,
6936,B011037,C000864,,,
6937,B011038,C001359,,,
6938,B011039,C001239,,,
6939,B011040,C001349,,,
6940,B011041,C001505,,,
6941,B011042,C001581,,,
6942,B011043,C001441,,,
6943,B011044,C001347,,,
6944,B011045,C000884,,,
6945,B011046,C001361,,,
6946,B011047,C001504,,,
6947,B011048,C011150,,,
6948,B011049,C011155,,,
6949,B011050,C000847,,,
6950,B011051,C000481,,,
6951,B011052,C010234,,,
6952,B011054,C001326,,,
6953,B011055,C001797,,,
6954,B011056,C000791,,,
6955,B011057,C010204,,,
6956,B011058,C000957,,,
6957,B011059,C001941,,,
6958,B011060,C000844,,,
6959,B011061,C000713,,,
6960,B011062,C001362,,,
6961,B011064,C011154,,,
6962,B011065,C001873,,,
6963,B011066,C001316,,,
6964,B011067,C000555,,,
6965,B011068,C001358,,,
6966,B011069,C000734,,,
6967,B011070,C000737,,,
6968,B011071,C000953,,,
6969,B011072,C000932,,,
6970,B011073,C001471,,,
6971,B011074,C000790,,,
6972,B011075,C000736,,,
6973,B011076,C000733,,,
6974,B011077,C001923,,,
6975,B011079,C000999,,,
6976,B011080,C000882,,,
6977,B011081,C000784,,,
6978,B011082,C000524,,,
6979,B011083,C000883,,,
6980,B011084,C000878,,,
6981,B011086,C000392,,,
6982,B011087,C000712,,,
6983,B011088,C000863,,,
6984,B011089,C000580,,,
6985,B011090,C001357,,,
6986,B011091,C011151,,,
6987,B011092,C000553,,,
6988,B011093,C000480,,,
6989,B011094,C000930,,,
6990,B011095,C001582,,,
6991,B011097,C000521,,,
6992,B011098,C001318,,,
6993,B011099,C000789,,,
6994,B011100,C000602,,,
6995,B011101,C001863,,,
6996,B011102,C000556,,,
6997,B011103,C000931,,,
6998,B011104,C001320,,,
6999,B011105,C000484,,,
7000,B011106,C001437,,,
7001,B011107,C000846,,,
7002,B011108,C000845,,,
7003,B011110,C001298,,,
7004,B011111,C001866,,,
7005,B011112,C001323,,,
7006,B011113,C000880,,,
7007,B011114,C000523,,,
7008,B011115,C001438,,,
7009,B011116,C000956,,,
7010,B011117,C000848,,,
7011,B011118,C001469,,,
7012,B011119,C001872,,,
7013,B011120,C000740,,,
7014,B011121,C000885,,,
7015,B011122,C000739,,,
7016,B011123,C000576,,,
7017,B011124,C000474,,,
7018,B011125,C000579,,,
7019,B011126,C000877,,,
7020,B011128,C011114,,,
7021,B011129,C000560,,,
7022,B011130,C000783,,,
7023,B011131,C001317,,,
7024,B011132,C000716,,,
7025,B011133,C000714,,,
7026,B011134,C001528,,,
7027,B011135,C001350,,,
7028,B011136,C011159,,,
7029,B011137,C001302,,,
7030,B011138,C000954,,,
7031,B011139,C000557,,,
7032,B011140,C001799,,,
7033,B011141,C011664,,,
7034,B011142,C009844,,,
7035,B011143,C001939,,,
7036,B011144,C001001,,,
7037,B011146,C000479,,,
7038,B011147,C000879,,,
7039,B011148,C000969,,,
7040,B011150,C000471,,,
7041,B011151,C001319,,,
7042,B011152,C001444,,,
7043,B011153,C010202,,,
7044,B011154,C000776,,,
7045,B011155,C000466,,,
7046,B011156,C001324,,,
7047,B011157,C000865,,,
7048,B011158,C000473,,,
7049,B011159,C000929,,,
7050,B011160,C001000,,,
7051,B011161,C001940,,,
7052,B011162,C000394,,,
7053,B011164,C000561,,,
7054,B011165,C000960,,,
7055,B011166,C001445,,,
7056,B011167,C000872,,,
7057,B011168,C010233,,,
7058,B011169,C000843,,,
7059,B011170,C000862,,,
7060,B011171,C000876,,,
7061,B011172,C001301,,,
7062,B011173,C000578,,,
7063,B011174,C010182,,,
7064,B011176,C000773,,,
7065,B011177,C000522,,,
7066,B011178,C001780,,,
7067,B011179,C000558,,,
7068,B011180,C000782,,,
7069,B011181,C000995,,,
7070,B011183,C001877,,,
7071,B011184,C001894,,,
7072,B011185,C000577,,,
7073,B011186,C000467,,,
7074,B011187,C010673,,,
7075,B011188,C001325,,,
7076,B011190,C001297,,,
7077,B011191,C000955,,,
7078,B011192,C000472,,,
7079,B011193,C001007,,,
7080,B011194,C000562,,,
7081,B011196,C001446,,,
7082,B011197,C010217,,,
7083,B011198,C010206,,,
7084,B011199,C000887,,,
7085,B011200,C000777,,,
7086,B011201,C000395,,,
7087,B011202,C001436,,,
7088,B011203,C000997,,,
7089,B011204,C001299,,,
7090,B011205,C001321,,,
7091,B011206,C000563,,,
7092,B011207,C000488,,,
7093,B011208,C000842,,,
7094,B011210,C000996,,,
7095,B011211,C000487,,,
7096,B011212,C000928,,,
7097,B011213,C001527,,,
7098,B011214,C010181,,,
7099,B011215,C001322,,,
7100,B011216,C001296,,,
7101,B011217,C000465,,,
7102,B011218,C001240,,,
7103,B011219,C000959,,,
7104,B011220,C000871,,,
7105,B011221,C000559,,,
7106,B011222,C010205,,,
7107,B011223,C001275,,,
7108,B011224,C000875,,,
7109,B011226,C000598,,,
7110,B011227,C000870,,,
7111,B011228,C001912,,,
7112,B011229,C001969,,,
7113,B011230,C001006,,,
7114,B011231,C000774,,,
7115,B011232,C001300,,,
7116,B011233,C000715,,,
7117,B011234,C001432,,,
7118,B011235,C000717,,,
7119,B011236,C000778,,,
7120,B011237,C001852,,,
7121,B011238,C000468,,,
7122,B011239,C000787,,,
7123,B011240,C000951,,,
7124,B011241,C000952,,,
7125,B011242,C001855,,,
7126,B011243,C000396,,,
7127,B011244,C010207,,,
7128,B011245,C000949,,,
7129,B011246,C010231,,,
7130,B011247,C001008,,,
7131,B011248,C001274,,,
